choicerandseed,const_alg,cost,exp_type,failrandseed,fprob,npublishers,nsubscribers,ntrees,oracle,overlap,randseed,reach,run,select_policy,topo,treatment
667984480798907347,diverse-paths,594.0,networkx,8853665121027057643,0.1,200,400,4,0.0,8019,-1426273912677557294,0.0,28,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,586.75,networkx,8853665121027057643,0.1,200,400,4,0.7825,7893,-1426273912677557294,0.6625,29,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,589.25,networkx,8853665121027057643,0.1,200,400,4,0.82,7968,-1426273912677557294,0.67,30,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,585.85,networkx,8853665121027057643,0.1,200,400,4,0.8225,8017,-1426273912677557294,0.715,31,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,587.8,networkx,8853665121027057643,0.1,200,400,4,0.74,7961,-1426273912677557294,0.665,32,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,585.55,networkx,8853665121027057643,0.1,200,400,4,0.8,7918,-1426273912677557294,0.7125,33,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,591.55,networkx,8853665121027057643,0.1,200,400,4,0.0,8035,-1426273912677557294,0.0,34,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,579.3,networkx,8853665121027057643,0.1,200,400,4,0.7975,7861,-1426273912677557294,0.54875,35,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,585.25,networkx,8853665121027057643,0.1,200,400,4,0.725,7844,-1426273912677557294,0.650625,36,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,587.3,networkx,8853665121027057643,0.1,200,400,4,0.0,7942,-1426273912677557294,0.0,37,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,588.25,networkx,8853665121027057643,0.1,200,400,4,0.815,7960,-1426273912677557294,0.755625,38,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,584.4,networkx,8853665121027057643,0.1,200,400,4,0.775,7851,-1426273912677557294,0.38375,39,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
