choicerandseed,const_alg,cost,exp_type,failrandseed,fprob,npublishers,nsubscribers,ntrees,oracle,overlap,randseed,reach,run,select_policy,topo,treatment
667984480798907347,diverse-paths,591.1,networkx,8853665121027057643,0.1,200,400,4,0.0,7893,-1426273912677557294,0.0,11,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,591.65,networkx,8853665121027057643,0.1,200,400,4,0.7525,8026,-1426273912677557294,0.043125,12,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,585.35,networkx,8853665121027057643,0.1,200,400,4,0.8025,7799,-1426273912677557294,0.069375,13,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,591.8,networkx,8853665121027057643,0.1,200,400,4,0.7925,8066,-1426273912677557294,0.655625,14,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,586.15,networkx,8853665121027057643,0.1,200,400,4,0.8075,7980,-1426273912677557294,0.6625,15,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,586.85,networkx,8853665121027057643,0.1,200,400,4,0.78,7944,-1426273912677557294,0.540625,16,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,597.2,networkx,8853665121027057643,0.1,200,400,4,0.79,8049,-1426273912677557294,0.63125,17,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,583.4,networkx,8853665121027057643,0.1,200,400,4,0.7125,7965,-1426273912677557294,0.39375,18,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,580.95,networkx,8853665121027057643,0.1,200,400,4,0.785,7906,-1426273912677557294,0.274375,19,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,591.35,networkx,8853665121027057643,0.1,200,400,4,0.775,7946,-1426273912677557294,0.6925,20,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,591.85,networkx,8853665121027057643,0.1,200,400,4,0.795,8043,-1426273912677557294,0.67875,21,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,586.45,networkx,8853665121027057643,0.1,200,400,4,0.8075,8044,-1426273912677557294,0.679375,22,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,586.55,networkx,8853665121027057643,0.1,200,400,4,0.8075,7990,-1426273912677557294,0.601875,23,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,580.9,networkx,8853665121027057643,0.1,200,400,4,0.0,7959,-1426273912677557294,0.0,24,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,591.3,networkx,8853665121027057643,0.1,200,400,4,0.775,7833,-1426273912677557294,0.579375,25,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,586.65,networkx,8853665121027057643,0.1,200,400,4,0.785,7929,-1426273912677557294,0.57875,26,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
667984480798907347,diverse-paths,583.85,networkx,8853665121027057643,0.1,200,400,4,0.78,8014,-1426273912677557294,0.556875,27,mean,campus_topo_200b-20h-20ibl.json,old_results_networkx/results2/ntrees/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl
