topo,ntrees,select_policy,exp_type,npublishers,nsubscribers,treatment,const_alg,fprob,choicerandseed,cost,failrandseed,oracle,randseed,reach
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl,diverse-paths,0.1,-2.16345975938e+18,589.362,-8.02646750103e+18,0.72605,7.15468634399e+18,0.57755
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_red-blue_200b-20h-20ibl,red-blue,0.1,-5.7328237967e+18,590.437,2.64807623243e+18,0.735425,-7.1143455808e+18,0.59885
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_steiner_200b-20h-20ibl,steiner,0.1,-5.7328237967e+18,586.56,2.64807623243e+18,0.735425,-7.1143455808e+18,0.579475
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_diverse-paths_200b-20h-20ibl,diverse-paths,0.1,-2.16345975938e+18,1010.637,-8.02646750103e+18,0.7279,7.15468634399e+18,0.559375
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_red-blue_200b-20h-20ibl,red-blue,0.1,-5.7328237967e+18,1011.297,2.64807623243e+18,0.7327375,-7.1143455808e+18,0.597125
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_steiner_200b-20h-20ibl,steiner,0.1,-5.7328237967e+18,1007.556,2.64807623243e+18,0.7327375,-7.1143455808e+18,0.5895125
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16345975938e+18,0.0,-8.02646750103e+18,0.72,7.15468634399e+18,0.72
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.741,-7.1143455808e+18,0.741
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.741,-7.1143455808e+18,0.741
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16345975938e+18,0.0,-8.02646750103e+18,0.7246,7.15468634399e+18,0.7246
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.7309,-7.1143455808e+18,0.7309
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.7309,-7.1143455808e+18,0.7309
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16345975938e+18,0.0,-8.02646750103e+18,0.7208,7.15468634399e+18,0.7208
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.72985,-7.1143455808e+18,0.72985
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.72985,-7.1143455808e+18,0.72985
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16345975938e+18,0.0,-8.02646750103e+18,0.72605,7.15468634399e+18,0.72605
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.735425,-7.1143455808e+18,0.735425
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.735425,-7.1143455808e+18,0.735425
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16345975938e+18,0.0,-8.02646750103e+18,0.7279,7.15468634399e+18,0.7279
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.7327375,-7.1143455808e+18,0.7327375
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.7328237967e+18,0.0,2.64807623243e+18,0.7327375,-7.1143455808e+18,0.7327375
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16345975938e+18,189.576,-8.02646750103e+18,0.72,7.15468634399e+18,0.5496
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,189.226,2.64807623243e+18,0.741,-7.1143455808e+18,0.5886
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,189.226,2.64807623243e+18,0.741,-7.1143455808e+18,0.5886
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16345975938e+18,378.54,-8.02646750103e+18,0.7246,7.15468634399e+18,0.5622
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,379.226,2.64807623243e+18,0.7309,-7.1143455808e+18,0.5837
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,379.226,2.64807623243e+18,0.7309,-7.1143455808e+18,0.5837
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16345975938e+18,758.74,-8.02646750103e+18,0.7208,7.15468634399e+18,0.5592
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,757.948,2.64807623243e+18,0.72985,-7.1143455808e+18,0.5822
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,757.948,2.64807623243e+18,0.72985,-7.1143455808e+18,0.5822
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16345975938e+18,1519.668,-8.02646750103e+18,0.72605,7.15468634399e+18,0.5671
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,1518.792,2.64807623243e+18,0.735425,-7.1143455808e+18,0.583575
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,1518.792,2.64807623243e+18,0.735425,-7.1143455808e+18,0.583575
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16345975938e+18,3034.8,-8.02646750103e+18,0.7279,7.15468634399e+18,0.566475
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,3036.216,2.64807623243e+18,0.7327375,-7.1143455808e+18,0.5813625
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.7328237967e+18,3036.216,2.64807623243e+18,0.7327375,-7.1143455808e+18,0.5813625
